input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
hard-9,9-d3-gpt-5.6-terra-zero-shot.vue,hard,gpt-5.6-terra,d3,high,22072.6459,5938,143,27,True,28111,0,,2394,15478,8,stop,0.0618775,
medium-1,1-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,14632.0679,4542,84,24,True,20336,0,,1600,13115,5,stop,0.0437740625,
medium-10,10-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,4431.1733,2265,53,12,True,8237,0,,462,4603,3,stop,0.016334375,
medium-2,2-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,17566.4365,7548,158,47,True,15102,0,,1838,1643,1,stop,0.0373809375,
medium-3,3-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,23238.7874,2126,52,12,True,4571,0,,984,1814,1,stop,0.01452125,
medium-4,4-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,16685.0789,1198,46,6,True,9432,0,,878,4538,3,stop,0.0213215625,
medium-5,5-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,15044.6794,2329,55,10,True,16120,0,,1061,9981,5,stop,0.0331440625,
medium-6,6-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,23343.678,5271,68,24,True,7211,0,,2218,2582,3,stop,0.02790125,
medium-7,7-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,11029.6271,3860,89,15,True,10751,0,,1286,5319,4,stop,0.0264425,
medium-8,8-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,14045.0699,2372,52,9,True,9928,0,,1390,4987,3,stop,0.0259365625,
medium-9,9-d3-gpt-5.6-terra-zero-shot.vue,medium,gpt-5.6-terra,d3,high,14352.814,3615,84,27,True,10171,2210,,1602,1643,1,stop,0.024729375,
simple-1,1-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,2006.9718,545,25,3,True,15840,0,,161,11981,3,stop,0.0259565625,
simple-10,10-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,11621.7809,3009,78,15,True,19960,0,,1287,11011,6,stop,0.0408390625,
simple-2,2-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,1857.6157,575,24,5,True,2515,0,,155,721,2,stop,0.00509125,
simple-3,3-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,19483.0875,1939,104,7,True,9949,0,,1908,5782,3,stop,0.029854375,
simple-4,4-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,3537.5102,1352,37,11,True,6023,0,,410,1304,2,stop,0.012485,
simple-5,5-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,2244.7352,793,34,5,True,11866,0,,215,8006,3,stop,0.0201521875,
simple-6,6-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,2413.3294,501,26,4,True,2686,0,,137,638,2,stop,0.0052234375,
simple-7,7-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,1343.5836,321,12,3,True,2143,0,,99,441,1,stop,0.00409,
simple-8,8-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,3988.487,1082,32,7,True,11065,0,,289,7476,2,stop,0.019455625,
simple-9,9-d3-gpt-5.6-terra-zero-shot.vue,simple,gpt-5.6-terra,d3,high,2534.5039,1298,37,12,True,5225,0,,382,992,2,stop,0.011028125,
hard-1,1-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,30804.266,2538,89,20,True,11074,0,,3622,0,0,stop,0.065612,
hard-10,10-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,27327.7931,4077,104,22,True,29167,0,,3408,0,0,stop,0.09923,
hard-2,2-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,17833.2963,2438,81,15,True,17215,0,,1972,0,0,stop,0.058094,
hard-3,3-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,31283.6022,2043,83,14,True,40503,0,,2887,0,0,stop,0.11565,
hard-4,4-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,13318.7687,4595,119,49,True,21023,0,,1523,0,0,stop,0.060322,
hard-5,5-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,29108.2091,3913,121,31,True,9719,0,,3836,0,0,stop,0.06547,
hard-6,6-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,18296.9439,535,28,3,True,7728,0,,1905,0,0,stop,0.038316,
hard-7,7-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,40074.4464,2992,96,14,True,16868,0,,4975,0,0,stop,0.093436,
hard-8,8-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,11996.3639,2999,64,28,True,7130,0,,945,0,0,stop,0.0256,
hard-9,9-d1-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d1,high,11173.3601,3342,74,30,True,14656,0,,1039,0,0,stop,0.04178,
medium-1,1-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,11845.9194,3140,56,22,True,8110,0,,1061,0,0,stop,0.028952,
medium-10,10-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,30429.3935,1221,43,12,True,4753,0,,3537,0,0,stop,0.05195,
medium-2,2-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,10313.498,2601,66,27,True,17308,0,,813,0,0,stop,0.044372,
medium-3,3-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,18913.6615,1662,36,14,True,4317,0,,2169,0,0,stop,0.034662,
medium-4,4-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,7712.882,1452,50,14,True,6426,0,,477,0,0,stop,0.018576,
medium-5,5-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,26606.7467,2275,59,17,True,7374,0,,2926,0,0,stop,0.04986,
medium-6,6-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,9129.2753,2211,49,23,True,6317,0,,679,0,0,stop,0.020782,
medium-7,7-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,36738.4925,2596,74,16,True,7118,0,,4749,0,0,stop,0.071224,
medium-8,8-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,9930.3257,1595,50,9,True,6432,0,,521,0,0,stop,0.019116,
medium-9,9-d1-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d1,high,27528.496,2833,78,30,True,11172,0,,3467,0,0,stop,0.063948,
simple-1,1-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,17720.7954,500,23,3,True,4404,0,,1654,0,0,stop,0.028656,
simple-10,10-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,28347.651,2421,70,20,True,11034,0,,3341,0,0,stop,0.06216,
simple-2,2-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,11462.7573,435,13,5,True,3033,0,,984,0,0,stop,0.017874,
simple-3,3-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,14330.7991,493,21,3,True,5637,0,,1290,0,0,stop,0.026754,
simple-4,4-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,16483.0725,1398,31,11,True,6709,0,,1641,0,0,stop,0.03311,
simple-5,5-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,20793.0961,879,37,5,True,4817,0,,2307,0,0,stop,0.037318,
simple-6,6-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,11693.2626,317,11,3,True,3346,0,,1029,0,0,stop,0.01904,
simple-7,7-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,14917.7294,269,8,2,False,2752,0,,1533,0,0,stop,0.0239,
simple-8,8-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,6434.7405,761,22,6,True,4387,0,,239,0,0,stop,0.011642,
simple-9,9-d1-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d1,high,14472.2571,1424,40,18,True,6024,0,,1435,0,0,stop,0.029268,
hard-1,1-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,31518.3723,2037,64,13,True,64468,54075,,2754,46713,5,stop,0.084927125,
hard-10,10-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,36403.6295,4120,148,22,True,72298,43812,,4302,39206,3,stop,0.1337879,
hard-2,2-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,23130.8608,1752,70,12,True,39059,22525,,2476,20668,1,stop,0.075731875,
hard-3,3-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,33153.1079,2010,73,17,True,98007,58185,,2872,51397,5,stop,0.147564375,
hard-4,4-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,31157.299,3204,106,16,True,64154,43812,,3435,39206,3,stop,0.0906664,
hard-5,5-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,43181.5093,4816,123,39,True,45827,36789,,4982,31603,3,stop,0.099013675,
hard-6,6-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,13587.1487,618,28,3,True,27852,20805,,983,17949,2,stop,0.037852875,
hard-7,7-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,77534.5316,4578,93,39,True,45651,29464,,7044,25693,5,stop,0.1338438,
hard-8,8-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,39525.4421,3664,69,30,True,33270,26821,,3932,23361,3,stop,0.075504075,
hard-9,9-d2-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d2,high,41835.6128,4064,123,36,True,79543,65568,,4177,57675,8,stop,0.1157756,
medium-1,1-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,31733.7749,2354,84,18,True,47989,40560,,2837,35276,5,stop,0.072224,
medium-10,10-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,30508.9712,1120,36,12,True,24577,20505,,3521,17281,3,stop,0.062186375,
medium-2,2-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,14938.2544,5435,138,48,True,24884,8257,,1472,7257,1,stop,0.055665775,
medium-3,3-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,14841.7194,1584,35,14,True,11809,8173,,1443,8094,1,stop,0.029287475,
medium-4,4-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,30407.6116,1525,56,9,True,28843,23098,,3444,18910,3,stop,0.06609935,
medium-5,5-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,33108.3376,2188,54,15,True,43675,36982,,3247,31756,5,stop,0.07361465,
medium-6,6-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,28517.4167,2577,67,25,True,18667,13031,,3066,11426,3,stop,0.055556825,
medium-7,7-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,28448.7519,1516,41,15,True,32645,26208,,3045,22490,4,stop,0.0644836,
medium-8,8-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,38510.2019,1545,51,11,True,31525,25774,,4643,22295,3,stop,0.08203805,
medium-9,9-d2-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d2,high,19191.5333,3032,86,30,True,18748,8257,,2421,7257,1,stop,0.0516854,
simple-1,1-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,22569.8986,455,23,3,True,38074,34351,,1662,29430,3,stop,0.047141825,
simple-10,10-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,36369.1318,2645,86,24,True,55810,45457,,3561,40224,6,stop,0.089575775,
simple-2,2-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,16042.9418,479,18,5,True,8496,6144,,1434,4603,2,stop,0.0254448,
simple-3,3-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,15766.8011,611,26,6,True,24207,19251,,1232,16375,3,stop,0.035765325,
simple-4,4-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,16480.9802,1045,36,7,True,15973,9945,,1624,9167,2,stop,0.037262375,
simple-5,5-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,27946.5408,974,38,5,True,33868,29732,,2319,25384,3,stop,0.0531959,
simple-6,6-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,15333.6535,374,14,3,True,6825,4160,,1355,3145,2,stop,0.023982,
simple-7,7-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,14353.1287,322,12,3,True,6029,3958,,1186,3137,1,stop,0.02064985,
simple-8,8-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,24982.193,854,28,6,True,29133,25427,,2440,21343,2,stop,0.051312525,
simple-9,9-d2-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d2,high,26628.5985,1516,46,15,True,12987,7644,,3040,6386,2,stop,0.0515613,
hard-1,1-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,35922.3595,2312,87,17,True,23708,13315,,4176,11527,5,stop,0.078554125,
hard-10,10-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,31315.1319,5126,152,30,True,36830,8344,,3199,7071,3,stop,0.1001578,
hard-2,2-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,19135.8986,2037,79,13,True,19724,3190,,2019,2483,1,stop,0.05913025,
hard-3,3-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,30524.72,1856,69,17,True,54516,14694,,2633,12942,5,stop,0.11968905,
hard-4,4-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,19499.0115,3226,102,16,True,28686,8344,,2354,7071,3,stop,0.0706008,
hard-5,5-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,35573.7581,4342,109,38,True,17120,8082,,4521,6819,3,stop,0.07697515,
hard-6,6-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,11902.8542,554,28,3,True,13955,6908,,880,5721,2,stop,0.0286261,
hard-7,7-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,38924.5424,2838,91,13,True,23306,7119,,4673,5853,5,stop,0.092543425,
hard-8,8-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,26102.5941,3402,78,34,True,13616,7167,,3145,5970,3,stop,0.054759025,
hard-9,9-d3-gemini-3.1-pro-zero-shot.vue,hard,gemini-3.1-pro,d3,high,50473.336,3714,102,28,True,31782,17807,,6345,15478,8,stop,0.114329025,
medium-1,1-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,32553.4236,2889,88,22,True,22829,15400,,3676,13115,5,stop,0.067825,
medium-10,10-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,38701.4587,1893,60,15,True,9891,5819,,4719,4603,3,stop,0.068117925,
medium-2,2-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,11190.6734,2939,88,22,True,18933,2306,,876,1643,1,stop,0.04509195,
medium-3,3-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,24528.9578,1469,32,13,True,6009,2373,,2666,1814,1,stop,0.040628475,
medium-4,4-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,24619.0789,1630,61,12,True,11599,5854,,2521,4538,3,stop,0.04510805,
medium-5,5-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,27465.4498,2176,56,16,True,18489,11796,,2664,9981,5,stop,0.0521367,
medium-6,6-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,17622.3395,3894,57,24,True,8915,3279,,996,2582,3,stop,0.025109425,
medium-7,7-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,33894.6025,1963,58,16,True,13019,6582,,3401,5319,4,stop,0.05747065,
medium-8,8-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,30811.6906,1682,54,11,True,11963,6212,,3537,4987,3,stop,0.0575179,
medium-9,9-d3-gemini-3.1-pro-zero-shot.vue,medium,gemini-3.1-pro,d3,high,8745.0564,2787,74,27,True,12797,2306,,854,1643,1,stop,0.0316912,
simple-1,1-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,19121.1531,532,24,3,True,17988,14265,,1818,11981,3,stop,0.037464375,
simple-10,10-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,9942.8272,2281,69,17,True,23115,12762,,706,11011,6,stop,0.03651615,
simple-2,2-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,11007.5819,403,13,5,True,3817,1465,,768,721,2,stop,0.014762375,
simple-3,3-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,29484.8094,651,27,6,True,11982,7026,,3068,5782,3,stop,0.05076795,
simple-4,4-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,17197.494,1451,37,11,True,7993,1965,,1918,1304,2,stop,0.036201875,
simple-5,5-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,19544.5125,860,39,5,True,13840,9704,,1789,8006,3,stop,0.0353198,
simple-6,6-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,21393.4231,421,19,3,True,4026,1361,,2159,638,2,stop,0.032020575,
simple-7,7-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,27422.3199,322,12,3,True,3242,1169,,614,441,1,stop,0.012186175,
simple-8,8-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,28804.0802,832,33,6,True,12943,9235,,3091,7476,2,stop,0.049818125,
simple-9,9-d3-gemini-3.1-pro-zero-shot.vue,simple,gemini-3.1-pro,d3,high,5755.9245,1442,40,15,True,7067,1722,,453,992,2,stop,0.01711615,
hard-1,1-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,197292.2657,1803,54,15,True,9193,6251,,9287,0,0,stop,0.0278412808,
hard-10,10-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,332416.4133,3004,71,20,True,23332,14932,,16133,0,0,stop,0.0509327616,
hard-2,2-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,479834.1312,2027,57,14,True,13661,9562,,23210,0,0,stop,0.0668194996,
hard-3,3-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,295735.7805,1603,60,10,True,32664,19925,,13875,0,0,stop,0.048137234,
hard-4,4-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,512047.9937,2774,75,9,True,16695,11519,,21868,0,0,stop,0.0640779232,
hard-5,5-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,383663.5675,4243,86,34,True,7960,5333,,16448,0,0,stop,0.0470158324,
hard-6,6-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,148771.6272,506,27,0,False,5757,4029,,7075,0,0,stop,0.0207986432,
hard-7,7-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,278043.4365,545,11,0,False,13687,8349,,12198,0,0,stop,0.0375352792,
hard-8,8-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,259984.638,3107,67,26,True,5461,3658,,13313,0,0,stop,0.0377740884,
hard-9,9-d1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d1,high,234289.8347,2447,58,22,True,11985,7191,,11472,0,0,stop,0.0350831448,
medium-1,1-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,273582.458,2114,56,17,True,6414,4489,,12264,0,0,stop,0.0350900332,
medium-10,10-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,102605.2206,735,19,9,False,3382,2063,,6108,0,0,stop,0.0176902884,
medium-2,2-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,264616.359,5079,108,43,True,13638,9410,,14501,0,0,stop,0.043197816,
medium-3,3-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,255801.9168,1011,20,6,True,3146,1919,,13269,0,0,stop,0.0370931092,
medium-4,4-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,216000.4156,1137,40,13,True,4578,2838,,9075,0,0,stop,0.0261168144,
medium-5,5-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,367748.2221,1143,20,9,False,5701,3819,,15775,0,0,stop,0.0445392792,
medium-6,6-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,231269.2246,1557,28,14,False,4989,3492,,11258,0,0,stop,0.0319687516,
medium-7,7-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,185343.2631,1370,40,14,True,5171,3154,,9476,0,0,stop,0.0274208572,
medium-8,8-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,166287.4217,1401,46,9,True,4684,3278,,8119,0,0,stop,0.0233486024,
medium-9,9-d1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d1,high,200125.1304,2802,74,27,True,8685,5297,,9801,0,0,stop,0.0294236816,
simple-1,1-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,75647.1527,467,24,3,True,2927,1961,,3762,0,0,stop,0.0110700328,
simple-10,10-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,207058.4319,1814,53,12,True,8496,5607,,10881,0,0,stop,0.0320726556,
simple-2,2-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,157583.2813,465,14,5,True,1775,1100,,7934,0,0,stop,0.02213621,
simple-3,3-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,110897.1968,419,15,3,True,3979,2506,,5141,0,0,stop,0.0152077308,
simple-4,4-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,133706.9268,1187,31,11,True,4799,2975,,6430,0,0,stop,0.018991584,
simple-5,5-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,133163.8253,830,35,5,True,3302,2080,,5831,0,0,stop,0.016876036,
simple-6,6-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,112766.135,373,14,3,True,2052,1231,,4780,0,0,stop,0.0136658988,
simple-7,7-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,85547.7669,351,12,3,True,1700,1088,,3150,0,0,stop,0.0090817264,
simple-8,8-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,229207.3596,834,33,6,True,2944,1825,,8855,0,0,stop,0.025007034,
simple-9,9-d1-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,d1,high,140685.3373,1221,35,15,True,4260,2641,,5256,0,0,stop,0.0156295348,
hard-1,1-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,67600.3878,1608,41,13,True,56788,0,,5682,46713,5,stop,0.062478,
hard-10,10-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,73476.4578,3382,96,20,True,60401,672,,6231,39206,3,stop,0.06671277,
hard-2,2-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,55729.8639,1625,53,12,True,32525,672,,5622,20668,1,stop,0.04367427,
hard-3,3-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,133477.6795,1464,43,12,True,82642,672,,10239,51397,5,stop,0.09742152,
hard-4,4-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,68195.2262,2611,77,12,True,53764,672,,7324,39206,3,stop,0.06556052,
hard-5,5-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,137176.9989,4628,106,39,True,41196,672,,14910,31603,3,stop,0.08268552,
hard-6,6-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,25140.4681,586,27,3,True,23575,672,,3534,17949,2,stop,0.02965377,
hard-7,7-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,81065.0408,3598,88,33,True,40006,672,,14724,25693,5,stop,0.08114202,
hard-8,8-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,77273.5519,3268,72,28,True,28953,672,,14242,23361,3,stop,0.07116527,
hard-9,9-d2-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,d2,high,92986.2533,2371,58,21,True,71107,672,,12635,57675,8,stop,0.09715627,
medium-1,1-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,83346.5803,1631,46,17,True,41349,672,,12263,35276,5,stop,0.07353577,
medium-10,10-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,91486.5553,1027,27,12,True,20358,672,,7897,17281,3,stop,0.04251152,
medium-2,2-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,138644.7797,4418,103,39,True,21262,672,,18828,7257,1,stop,0.08144802,
medium-3,3-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,43044.6744,1665,36,15,True,11137,672,,5305,8094,1,stop,0.02652377,
medium-4,4-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,87474.8859,1551,44,10,True,23522,672,,12081,18910,3,stop,0.05952852,
medium-5,5-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,64997.2765,1683,51,12,True,37253,672,,9948,31756,5,stop,0.06236127,
medium-6,6-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,53908.6764,3687,59,24,True,16937,672,,9840,11426,3,stop,0.04674627,
medium-7,7-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,64905.3321,1957,38,14,True,27150,672,,11160,22490,4,stop,0.05902602,
medium-8,8-d2-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,d2,high,53369.6535,1145,25,9,True,27671,672,,8602,22295,3,stop,0.05046377,
