input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
medium-10,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gpt-5.6-terra,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gpt-5.6-terra,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gpt-5.6-terra,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 31297. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
